;2004M01;2004M02;2004M03;2004M04;2004M05;2004M06;2004M07;2004M08;2004M09;2004M10;2004M11;2004M12;2005M01;2005M02;2005M03;2005M04;2005M05;2005M06;2005M07;2005M08;2005M09;2005M10;2005M11;2005M12;2006M01;2006M02;2006M03;2006M04;2006M05;2006M06;2006M07;2006M08;2006M09;2006M10;2006M11;2006M12;2007M01;2007M02;2007M03;2007M04;2007M05;2007M06;2007M07;2007M08;2007M09;2007M10;2007M11;2007M12;2008M01;2008M02;2008M03;2008M04;2008M05;2008M06;2008M07;2008M08;2008M09;2008M10;2008M11;2008M12;2009M01;2009M02;2009M03;2009M04;2009M05;2009M06;2009M07;2009M08;2009M09;2009M10;2009M11;2009M12;2010M01;2010M02;2010M03;2010M04;2010M05;2010M06;2010M07;2010M08;2010M09;2010M10;2010M11;2010M12;2011M01;2011M02;2011M03;2011M04;2011M05;2011M06;2011M07;2011M08;2011M09;2011M10;2011M11;2011M12;2012M01;2012M02;2012M03;2012M04;2012M05;2012M06;2012M07;2012M08;2012M09;2012M10;2012M11;2012M12;2013M01;2013M02;2013M03;2013M04;2013M05;2013M06;2013M07;2013M08;2013M09;2013M10;2013M11;2013M12;2014M01;2014M02;2014M03;2014M04;2014M05;2014M06;2014M07;2014M08;2014M09;2014M10;2014M11;2014M12;2015M01;2015M02;2015M03;2015M04;2015M05;2015M06;2015M07;2015M08;2015M09;2015M10;2015M11;2015M12;2016M01;2016M02;2016M03;2016M04;2016M05;2016M06;2016M07;2016M08;2016M09;2016M10;2016M11;2016M12;2017M01;2017M02;2017M03;2017M04;2017M05;2017M06;2017M07;2017M08;2017M09;2017M10;2017M11;2017M12
Helsingør;22566;22765;22242;22997;23995;25026;27032;27871;28749;28674;29401;30053;30128;30233;29567;31758;32508;35641;36235;38188;38761;38615;39307;37947;37031;38068;38976;38984;39197;39699;40808;40771;41638;41661;42796;42709;42598;42766;42919;41675;42130;42220;43061;42642;42078;40921;41685;42346;42464;42025;41914;43662;42793;42069;42183;41770;41357;41822;42147;42445;42185;43152;41756;40555;40962;40827;41420;41858;41463;41433;41584;41167;39817;40569;42389;41538;41184;39327;39756;39401;36342;36727;36878;38335;38274;37060;35293;36689;37341;36089;35407;35886;36856;36617;36225;38422;38101;37524;37478;37042;35375;36074;36296;36649;37259;37233;37920;37241;38298;37609;36587;37332;36766;36922;36642;36179;36356;36920;37165;39763;39720;39607;39080;39013;38670;38680;37897;38248;36194;36161;37627;38768;39576;39716;41808;42282;42359;39760;39858;40117;37810;40858;40185;41634;42102;40605;39392;39459;39337;38191;39873;40371;40471;40602;40556;40472;40326;39446;38971;39502;39455;40078;41863;41154;40749;40490;41915;43871
Hillerød;23459;26379;15201;28807;15263;16234;19197;17424;15793;15819;22678;21845;21521;21794;21868;21380;21587;18846;16111;18640;24360;46450;28600;26667;23239;23239;22016;20710;24966;31233;28344;28176;27239;24048;21579;20757;21038;24282;25596;28185;26067;27423;26711;27484;27211;27299;27036;26132;27916;23886;20984;20980;23612;23266;23520;23821;24345;23457;24613;23801;21208;20344;19253;19119;19123;19174;19299;19909;19772;19429;19050;19020;18773;18526;18495;17904;17868;19417;19549;19786;19600;20246;20033;18808;18735;18552;19157;18478;18012;16885;17752;22368;22040;22224;23824;25043;22425;22263;20787;20640;20595;20925;20880;20496;24237;22024;22255;23262;26880;26731;24649;24708;24461;25158;26089;27697;25636;23179;22308;23834;21600;21407;21269;25237;24605;22634;21796;23653;18252;18805;18695;19170;16914;16413;23910;22349;22813;28298;23292;26931;20519;20656;20956;19744;20055;22823;21781;24426;20417;15451;14521;14084;14971;11532;23798;11532;21404;22663;19101;16998;16403;17584;15274;16928;18810;18157;20539;23042
Hørsholm;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12031;12031;12031;12031;12031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143333;143333;143333;143333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103147;103147;103147;103147;0;0;0;0;0;0;0;0;0;0;0;0;87063;87063;87063;87063
Rudersdal;20902;21736;19951;18015;0;0;26923;25292;25292;26792;26661;26661;26661;25778;32703;32922;31977;31977;46154;0;27941;27941;0;0;38500;44231;42017;39359;43813;43813;52012;51616;51220;67288;76919;83904;58250;58465;57222;59221;66644;54203;51494;48433;49431;48875;45958;45958;45056;47508;45383;46188;53615;48331;46762;58687;53679;57911;60155;56222;53306;45643;41188;41188;49360;41559;47381;49626;48707;52706;54833;45123;54098;31250;38305;38305;37633;37427;36389;35351;43966;43966;43966;32826;32826;32826;63793;56071;32367;31667;28387;28387;28387;28132;28132;27543;24842;24404;23516;22627;22627;22627;22627;22082;21538;21538;33461;30938;33232;33232;33723;33542;41935;36109;42831;41920;39264;56988;74033;71427;81759;81759;59193;51783;46406;36701;46317;39871;36745;35719;56102;93750;88490;83229;50918;75271;67489;68452;67932;61172;67798;67083;74923;73878;74388;63843;62620;62620;81146;81146;81146;81146;81146;71061;56361;58516;81279;81279;81279;78430;75581;75581;71016;58864;58864;58864;44574;37953
Landsdel Bornholm;12401;11824;11036;11322;11447;12276;12445;12043;12228;12563;12741;12036;11787;11335;12034;11737;11624;11571;11857;11938;12284;12982;14327;14149;14120;14003;15249;15912;17449;16443;16784;16894;17580;17260;17443;17730;17430;17574;17157;17681;18663;17858;17239;17636;16586;16993;16730;17379;17407;17109;17221;17925;17736;17979;18053;18158;17718;17014;17025;17123;16786;16481;16647;16445;16923;16526;16770;16578;16489;15868;15789;16147;15987;15881;15565;15334;15756;15493;15623;15506;15529;15302;15304;14968;14631;14731;14803;14870;14640;14548;14466;14476;14777;14786;14612;14614;14738;14899;14543;14407;14052;13956;14242;13875;13814;13728;13468;13590;13882;13898;13882;14087;13703;13622;13583;13121;11278;11082;11306;11010;10804;10841;10807;10739;10652;10744;11019;10768;10629;10426;9986;9881;9788;9841;10005;10164;10146;10189;10400;10320;10578;10358;10147;9994;10125;10305;10351;11748;12091;13204;13000;13634;13933;14103;14083;14522;14944;14990;15037;14419;13990;14381;13669;13573;13938;14103;14451;14763
Bornholm;12401;11824;11036;11322;11447;12276;12445;12043;12228;12563;12741;12036;11787;11335;12034;11737;11624;11571;11857;11938;12284;12982;14327;14149;14120;14003;15249;15912;17449;16443;16784;16894;17580;17260;17443;17730;17430;17574;17157;17681;18663;17858;17239;17636;16586;16993;16730;17379;17407;17109;17221;17925;17736;17979;18053;18158;17718;17014;17025;17123;16786;16481;16647;16445;16923;16526;16770;16578;16489;15868;15789;16147;15987;15881;15565;15334;15756;15493;15623;15506;15529;15302;15304;14968;14631;14731;14803;14870;14640;14548;14466;14476;14777;14786;14612;14614;14738;14899;14543;14407;14052;13956;14242;13875;13814;13728;13468;13590;13882;13898;13882;14087;13703;13622;13583;13121;11278;11082;11306;11010;10804;10841;10807;10739;10652;10744;11019;10768;10629;10426;9986;9881;9788;9841;10005;10164;10146;10189;10400;10320;10578;10358;10147;9994;10125;10305;10351;11748;12091;13204;13000;13634;13933;14103;14083;14522;14944;14990;15037;14419;13990;14381;13669;13573;13938;14103;14451;14763
Region Sjælland;12985;12826;13150;13144;13504;13786;13886;14305;14739;14864;15115;15225;15483;15539;15490;16015;16231;16861;17112;17444;17921;17736;17988;18178;18245;18299;18333;18911;19174;19328;19487;19575;19706;19744;19642;19864;19957;20248;20314;20406;20554;20531;20732;20622;20625;20402;20600;20411;20338;20312;20069;20251;20296;20106;19901;19902;19748;19594;19508;19530;19333;19320;19146;18977;18870;18673;18656;18588;18513;18476;18330;18446;18378;17981;18037;18005;17590;17517;17324;17219;17171;16965;16768;16739;16617;16490;16448;16515;16489;16391;16265;16232;16208;16088;15846;15689;15603;15498;15510;15369;15280;15099;15180;15268;15163;15007;14904;14784;14707;14683;14735;14773;14833;14895;14835;14764;14702;14640;14488;14351;14287;14376;14602;14594;14452;14412;14336;14220;14332;14201;14126;14064;14075;14103;14179;14167;14156;14307;14224;14334;14328;14392;14228;14125;14124;14248;14440;14436;14447;14561;14559;14600;14554;14605;14311;14344;14346;14379;14983;15068;15328;15506;15663;15585;15612;15462;15582;15636
Landsdel Østsjælland;13983;14242;14412;14734;15336;15007;14779;15271;14997;14365;13880;14511;15377;16070;15571;16887;17677;18053;17181;17707;19381;19269;20418;20636;19643;19982;20164;20181;21285;22219;22872;22901;22492;22185;21969;22889;22296;22128;23044;23872;24040;23445;24385;24460;24101;23734;24864;24429;24719;24792;24226;23727;23392;23303;22955;23756;21522;22056;21662;21011;20740;20624;20790;20170;20586;21393;21468;22544;24019;22768;22538;24525;24360;21755;21620;22212;18684;21122;21136;20742;19372;17960;17969;17771;17347;17203;17234;16459;16516;16695;17206;17394;18697;18067;17764;17520;17840;17310;17626;16856;16513;15556;14612;14430;14647;14215;14811;14679;14311;13965;14520;14273;14503;14575;14510;14687;14502;14665;13637;13973;13827;13728;14294;14804;14927;14652;13887;13696;14440;14483;14486;15254;15436;15080;14818;14800;14923;16340;16317;16250;15804;15645;15575;15977;16084;15573;15423;15333;15777;16137;15803;15947;16319;16448;16892;17684;17389;17333;18288;19589;20420;23400;22247;21573;21456;21023;21609;23677
Greve;27182;27182;27182;0;0;19938;19938;19938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24691;39632;38162;36691;36691;44026;43513;43000;65900;65900;65900;50990;44704;54870;84677;60375;69045;69045;84677;0;54677;54677;54677;54677;0;0;0;0;0;0;0;0;0;36754;36754;65563;64313;64313;64313;64313;54476;54476;45703;44531;0;0;0;0;0;0;0;0;24302;24302;24302;24302;0;0;0;0;0;14000;14000;14000;14000;14000;44096;44096;44096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59405;59405;57619;55833;53810;0;0;0
Køge;10741;11711;11575;11513;12873;12696;11836;12482;12882;13867;13614;12324;13262;12643;12408;13320;16144;14925;15650;14408;14063;13924;16409;17470;15939;16338;16737;16737;16737;15352;12471;15114;17224;19390;19390;20235;20235;20235;20235;18007;23654;21476;22096;22179;20148;20034;20855;19776;20754;20157;19175;18290;18297;18954;18265;19216;17958;18072;17303;16254;15966;15345;15734;14446;14871;14770;14691;14931;14842;14843;15575;15494;19115;20905;18065;17851;14219;14215;14331;14445;14940;15484;14808;14503;13708;13551;14811;13050;11656;11507;14498;14946;13763;13418;12507;13075;13075;13362;12533;12868;12868;12900;13651;11758;12601;12509;13323;11886;14757;13192;14401;14307;15600;13500;9872;9872;9872;9154;8436;4692;4692;6641;13755;5000;10625;10625;11048;10328;10297;10262;10423;10423;9287;9138;8658;8815;8006;10538;11644;13065;12897;13929;15784;15357;15357;15357;15357;14464;13571;10056;10056;7630;7630;8860;8657;9514;9420;9420;9420;9601;8889;11164;11164;10948;10733;10733;10733;11373
Lejre;12103;12794;12873;13514;13647;13700;13662;13725;13985;13162;13051;13929;14479;14451;15215;15514;16814;16946;18094;18014;18351;18691;19572;19156;19397;19871;20518;20037;20390;19767;20682;21006;20262;20111;20718;20763;20213;19962;21254;22377;22468;21561;22663;22661;22277;22518;23030;22807;22620;22717;22602;22270;21777;21995;21765;22205;21271;21077;20401;19645;19647;19157;19164;19305;18945;18726;18689;18992;19677;18557;18650;18645;19357;19222;18786;19043;18682;18704;18688;18653;18398;18342;18147;17923;17482;17729;17520;16741;16588;16600;16397;16168;16292;16000;15507;15378;15561;15346;15074;14959;14455;14017;13147;13449;13613;13495;14273;13746;13317;13108;13485;13088;13341;13958;14159;14104;13743;13701;12850;13047;13056;12905;13409;13580;13615;13234;13356;13324;14157;14203;14274;15255;15626;15308;15179;14929;14992;15133;15087;14598;14946;14781;14649;14942;14903;14321;14164;13779;14000;14462;13838;14120;15090;14649;15137;16212;16240;15893;16799;18186;18009;18728;18437;19161;18159;18960;19299;20554
Roskilde;18643;17130;17757;20160;19715;16521;15970;16108;15191;16219;17463;17450;19109;23309;17268;21908;20273;19328;13624;17104;23586;22483;24776;27674;21098;20894;19347;21586;26275;34651;34923;33060;33581;32514;28407;33429;32500;32681;32055;32212;31471;32699;32955;33386;33532;30414;29596;28169;30633;30764;28030;26722;26041;25241;24340;24677;23562;22403;19614;19658;18279;20094;19899;20073;19279;20059;20760;20572;22142;21789;23214;23110;23497;23025;25063;23830;19838;19244;19390;16886;16681;16600;17873;17840;17607;15390;15341;15878;17436;17740;16918;19332;19165;18925;19654;19164;20599;20295;24095;21388;21886;22087;20111;19813;20188;17941;17631;17738;16889;15880;17442;17854;17776;17706;17156;19103;19813;21314;19167;21426;20375;19985;19249;17472;16618;16776;17575;16659;17121;17212;16800;16593;16098;15469;14523;15752;16473;16596;16381;16596;16221;15734;15455;16773;17856;17505;17332;18101;20273;22412;21119;21233;18377;21458;22667;21979;19730;20556;22228;23592;22796;25298;26310;26396;32302;31242;33506;40971
Solrød;0;0;0;0;27042;27042;25282;34875;32898;29337;0;0;17760;17760;17760;23905;23905;36264;0;0;25201;21802;21802;21802;21802;21802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49063;49261;49261;49261;49261;49261;53911;49261;49261;60563;0;46600;46600;46600;46600;46600;43267;0;47438;47438;47438;76791;120278;120278;88365;120278;120278;0;0;0;0;60181;60181;60181;0;0;0;0;0;0;22438;0;0;20987;20987;20987;32301;20987;20987;0;0;0;0;0;17039;27417;27417;17039;17039;17039;17039;28185;28185;17039;17039;17039;17039;17039;17039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61548;61548;70789;44750;44750;44750;44750;44750;44750;44750;50463;50463;43844;57500;57500;57500;57500;53302;53302;53302;57500;57500;57500;57500;57500;57500;48977;45676;45676;45676;45676
Landsdel Vest- og Sydsjælland;12933;12751;13083;13063;13407;13719;13836;14252;14725;14890;15176;15260;15489;15512;15486;15970;16156;16799;17109;17431;17845;17658;17865;18053;18174;18214;18243;18849;19071;19188;19322;19413;19570;19626;19530;19717;19844;20157;20182;20239;20386;20390;20555;20436;20457;20242;20389;20212;20121;20090;19863;20079;20143;19948;19750;19711;19664;19469;19399;19455;19262;19253;19062;18919;18783;18535;18514;18387;18234;18259;18118;18138;18075;17796;17861;17798;17539;17335;17132;17042;17063;16919;16712;16691;16583;16457;16410;16517;16488;16376;16219;16174;16085;15990;15751;15601;15496;15411;15408;15297;15219;15077;15207;15308;15188;15045;14908;14789;14726;14718;14746;14798;14849;14910;14851;14768;14712;14639;14529;14369;14309;14407;14617;14584;14429;14400;14356;14244;14327;14188;14110;14009;14013;14058;14149;14138;14120;14211;14125;14243;14258;14333;14165;14038;14032;14186;14394;14394;14385;14487;14500;14537;14471;14518;14190;14187;14203;14241;14828;14855;15082;15104;15336;15296;15330;15200;15299;15258
Faxe;12143;11267;12216;13350;12368;13803;14509;14126;14013;14398;15330;15758;15779;16877;17452;16973;16419;15390;16409;17470;17746;17049;17345;17783;17038;17262;17913;17188;18668;18385;18616;18862;18793;18169;17592;17592;17534;18267;17914;17250;18471;17724;18576;19154;20480;19909;20515;20216;20444;20371;20320;20184;19410;19761;19576;19500;19438;19475;18996;18958;18797;18777;18775;17830;17387;17254;17396;17492;17126;17018;16932;16892;16766;19950;19990;18872;19538;18341;18289;15758;15492;15434;15596;15360;16460;15930;15970;15603;15064;17192;16217;16258;16347;16671;16965;16330;16832;16544;17002;16722;15405;15216;15288;15735;15764;15555;15444;15757;16523;16452;15192;14976;13407;14783;14368;13185;13102;15177;15343;15797;15491;15349;15909;14964;15206;14544;14592;14477;14350;14819;14447;14343;14614;15063;14039;14119;13697;13754;14541;14122;14078;14095;14201;16495;16955;16815;15067;14509;14278;14632;15071;15207;15363;16560;16515;17898;17898;17293;17894;16005;17601;14015;14296;12439;12417;12702;14543;15988
Guldborgsund;12104;12190;12608;12954;12868;13246;13358;13695;13831;13950;13768;13703;13958;14158;14557;14494;15139;15437;15884;15923;15754;15813;16156;16603;16508;16450;16893;17661;18149;17845;17960;17970;17750;17422;17051;17645;17845;19594;19573;19393;19576;19637;19468;19334;18941;18086;17964;18196;17962;17877;17846;17828;17859;17863;17732;17471;17754;17782;17719;17888;17854;17737;17774;17507;17278;17237;16834;16780;16792;16782;16821;16914;16841;16717;16772;16406;16418;16165;15974;15949;15906;15576;15507;15439;15198;15301;15112;15093;14964;14880;14563;14444;14497;14354;14275;14175;14196;14284;14018;13841;13956;13822;14043;14046;13829;13795;13657;13411;13367;13335;13265;13300;13208;13193;13154;13170;13178;13105;13074;13114;13075;13029;13003;13074;13113;12931;13078;13209;13162;12958;12890;12781;12803;12772;12865;12840;12640;12780;12643;12774;12688;12751;12888;12718;12861;12946;13116;13016;12927;12868;12632;12855;12940;12806;12788;12876;12690;12841;13034;12985;13073;13036;13222;13402;13434;13414;13422;13558
Holbæk;10756;10982;11245;11365;11915;12111;12142;12062;12980;13621;13247;13178;13328;14005;14246;14462;14715;15381;15729;16418;16897;16969;17944;17949;18063;18149;18261;18896;18698;18810;19583;19144;19611;19179;19491;19451;19715;19590;19406;19485;19917;19419;19205;19171;18962;19483;19424;19636;19482;19938;19646;19591;19583;18830;18544;18085;17733;17730;17274;17248;16632;16617;16586;16618;16169;16038;15983;15814;15886;15499;15724;15503;15637;15818;15411;15425;14992;14708;14726;14766;14609;14663;14784;14479;14423;14445;13965;14392;14705;14232;14430;14307;14281;14263;14155;14184;13904;13593;13817;13662;13620;13366;13078;12923;12766;12461;12724;12727;12612;12718;12593;12410;12559;12968;13209;12956;13256;13436;13546;13510;13559;13746;13214;12507;12450;12440;12639;12531;12246;11973;12099;12126;12045;12094;12231;12043;12040;12089;12468;12685;12676;12655;12358;12160;12124;12024;11823;11564;11392;11354;11506;11575;11441;11579;11423;11639;11387;11373;11444;11498;11264;11481;11606;11631;11884;11779;11887;11955
Kalundborg;11639;11545;11967;11763;11912;12911;13275;13942;14206;14225;14345;14306;14788;14758;13887;15622;15565;16690;16372;16750;17902;17723;18110;18861;18721;18650;18630;19172;19075;18678;18432;18225;18362;18620;18507;18689;18742;19211;18648;19633;19903;19927;20455;20272;20121;19885;19634;19680;19959;19784;19639;19944;19941;19753;19550;19494;19612;19378;19649;19846;19647;19615;19703;19199;19129;18754;18360;18379;18275;18205;18244;18579;18613;17831;18237;18599;17407;17013;16824;16586;16446;16218;16137;15667;15757;15850;15762;15749;15779;15358;15377;15453;15177;15088;14934;14834;14717;14722;15029;14628;14416;14587;14636;14685;14718;14674;14653;14426;14358;14605;14688;14573;14741;14719;14701;14611;14258;14268;14266;14076;13783;13681;13709;13519;13559;13794;13493;13197;13108;13334;13321;13387;13188;13105;13416;13075;13098;13332;13299;13383;13298;13043;13117;12855;13077;13317;13302;13573;13394;13648;13589;13752;13552;13513;13278;13304;13556;13490;13719;13554;13854;13822;13987;13898;14039;13894;13736;14096
Lolland;7893;8225;8494;8480;9210;8982;9363;9559;10483;10881;11504;12271;12338;12279;12359;12927;12722;13360;13445;14084;14349;14412;14385;14546;14220;14275;14090;14092;14509;13953;14484;15178;15113;15258;14979;15097;15243;15384;15266;15319;15228;15188;15251;15490;15433;15509;15445;15574;15330;15320;15417;15347;15185;14911;14983;14808;14947;15031;14735;14979;14791;14860;14329;14167;14223;14244;14205;13956;13810;13561;13207;13080;13097;13046;12799;12695;12711;12842;12614;12619;12782;12850;12866;12752;12886;12971;12719;12767;12530;12632;12380;12405;12364;12140;12060;12068;12036;11915;11837;11711;11537;11358;11315;11316;11345;11292;11166;11169;11032;10753;10337;10356;10160;10206;10281;10208;10178;10147;10180;10183;10413;10287;10157;9865;9904;9780;9883;9813;10020;9824;9820;10122;9979;9844;9986;10194;10157;9990;10190;10032;10021;9971;10032;10279;10318;10297;10396;10378;10301;10348;10434;10418;10304;10306;10304;10211;10369;10444;10483;10431;10303;10164;10286;10259;10439;10447;10471;10307
Næstved;15644;15954;17062;18152;18405;18168;18059;17343;17813;17873;18149;17007;18217;17632;18602;16740;17728;18790;18704;19929;20067;19460;19687;20616;20233;20680;19680;20800;21186;20667;21519;21991;22645;22703;23006;22876;23006;22362;22915;23016;23705;22963;23148;23042;23064;23093;24028;24389;25206;26662;26189;26989;25810;25427;25499;25458;25488;25112;25419;25158;25136;25234;24929;24991;24521;24271;23805;24269;23867;23993;23689;24021;23434;23019;23458;22080;21975;21285;20676;21417;22235;21733;22006;22228;22412;21879;21333;21249;20905;20876;20637;20763;20636;20053;20204;20217;19818;20363;19431;19433;19520;18977;18683;19125;19108;18952;18750;18781;18961;19164;19092;19902;19564;19660;20189;20362;20056;19624;19685;19714;19748;19876;19923;20459;20897;20625;19842;20170;20549;20508;20181;20127;20066;20178;20661;20725;20305;20214;20041;19813;19933;20096;19763;19549;19809;19344;19081;18930;18667;18533;18563;18344;17968;17713;17817;17976;18132;17992;18677;19896;19908;20936;20141;18929;18268;18805;19345;19747
Odsherred;14471;14301;14560;14453;14870;15066;15170;15593;16024;16153;16690;16893;17092;17027;17010;17632;17536;18294;18810;19108;19339;19002;18939;18848;19258;19219;19101;19757;20033;20354;20335;20366;20747;20780;20667;20773;20938;20956;21074;21266;21357;21533;21649;21435;21651;21395;21813;21183;21014;20991;20663;20853;21156;20900;20636;20736;20532;20194;20125;20183;19979;20151;20002;20038;19817;19574;19666;19408;19253;19453;19169;19014;18992;18634;18693;18831;18743;18727;18475;18495;18492;18273;17717;17901;17657;17387;17416;17732;17686;17555;17332;17241;17200;16956;16535;16297;16119;15905;15858;15854;15849;15673;15944;16202;16076;15899;15686;15531;15411;15489;15608;15813;15965;16037;15979;15898;15937;15808;15432;15083;15008;15275;15677;15818;15395;15360;15360;15123;15194;14909;14808;14642;14640;14833;14997;15023;15113;15215;15041;15246;15263;15549;15197;14953;14817;15020;15358;15335;15388;15546;15714;15728;15593;15715;14979;14779;14774;14839;15982;16145;16388;16502;16955;16922;16947;16742;16783;16349
Ringsted;8868;8868;8519;11816;14339;14339;12902;12902;12902;13535;14160;14160;14160;14160;14160;14160;13860;13560;13560;13560;13560;0;0;0;0;0;0;0;0;27227;27227;27227;31106;34643;34643;34643;34643;34643;34643;34643;34643;33750;32857;32857;32857;0;0;0;0;0;0;34355;29632;29738;31888;31687;31486;31111;31111;31111;31111;30536;35137;30536;30536;30536;26807;26992;25924;25924;25803;25683;25683;25683;26983;30452;29920;27654;27604;27604;0;0;0;0;0;0;28500;20376;20376;20018;21890;21890;19594;14125;14125;13467;13133;13292;14800;16536;14133;14483;14339;15949;15017;14906;13736;13736;13736;13736;13736;13736;13736;13776;13354;14104;17025;17025;17025;17025;17025;17025;16836;18333;20007;18887;18779;18340;17990;13846;14410;14410;14410;14410;14410;14410;14896;16500;16404;17727;17727;17727;17727;17364;19124;19126;18879;18264;18692;18143;14457;17689;17689;17689;17689;18514;18514;18514;18514;18514;18403;20356;19363;19455;19455;19056;17801;17895
Slagelse;13120;12460;12555;12626;13170;13759;14186;15146;16076;15861;16017;16014;16195;15969;15703;15791;16853;17195;17752;17626;18498;18663;18704;18825;18803;18766;18850;19948;19984;20645;20543;21014;21356;21717;21679;21947;22082;22461;22368;21523;21729;21374;21802;22191;21960;22121;22153;22155;21977;21378;21013;21190;21326;21160;21242;21560;21532;21160;21192;21065;20916;20840;19903;19944;20479;20199;20317;20136;20477;20109;19654;19987;20009;19869;19937;19710;19369;18443;18387;18205;18481;18475;18342;18174;18018;17832;17739;17918;17849;17690;17825;17662;17605;18367;18220;17894;17696;17319;17805;17600;17040;16724;17220;17650;17464;17337;17208;17276;17219;16754;16527;16402;16608;16491;16283;15824;15118;15056;14986;14917;14981;15068;15306;15124;15601;15678;15502;15777;16069;15833;15689;15632;15865;15901;15447;15585;15722;15575;15360;15484;16040;15836;15631;15669;15587;15909;16579;16268;16350;16380;16027;15800;15767;15828;16055;16005;16328;16388;16714;16340;16705;16338;16433;16550;15996;15814;15591;16513
Sorø;24722;7736;8000;8640;7895;7416;7263;7505;7482;9670;9670;9831;9831;9695;9835;9265;10873;14005;16178;16178;17696;15151;11681;13485;15177;12761;12761;12761;12848;12323;18284;0;0;28429;14271;14271;14271;14271;14271;13902;15703;15610;16979;15700;21712;18654;18654;18654;17083;16917;16917;16727;15937;17730;15604;21365;22348;23902;23397;25731;25000;24513;24756;23259;24246;18926;28074;27704;10761;9597;9597;0;0;9815;0;10214;10411;10602;10602;10835;10709;10551;10392;10392;10392;10201;10065;9924;9784;10632;9938;10413;10328;10243;10243;10243;10800;10493;10084;11000;11000;10711;11352;11100;10992;10793;10545;10469;10040;10231;10831;10353;10540;11339;9891;9775;9304;8675;9134;9082;9082;10472;10404;10251;10350;10116;9943;9803;9402;9272;9142;9265;9354;9354;9291;9116;8865;8654;8681;8709;8526;8028;8586;8586;7922;8199;7697;9115;9049;8926;8918;8935;8840;8794;9098;9116;9116;8961;8288;8415;8290;8407;8329;7936;8554;8482;8527;8482
Stevns;17730;18051;18265;17845;17694;17102;16769;16894;17836;18107;18229;18273;18689;19608;19834;19967;19511;19408;19207;20574;21412;20872;21317;22300;21416;23008;24410;23936;24356;23951;24117;24701;24242;24647;24703;24957;25448;25421;26645;25482;25284;25056;25515;25327;25330;25797;26461;26751;27033;26553;25658;25902;26400;25974;25635;24328;24483;24320;24012;23789;23446;23140;22248;21740;21615;20995;21697;22057;21091;21674;22176;22389;21353;21016;19969;19111;18469;18122;18131;17208;17033;16650;18308;18443;19023;18638;19836;18975;18870;19442;19552;19525;18683;19794;19012;19472;19344;20406;20444;20984;21619;20989;20266;19613;18896;18978;18698;18628;19287;18665;19424;19492;19454;19479;18312;18337;18699;18670;20166;19842;19810;19786;20112;20035;19472;19292;19030;19194;19573;19834;19989;19252;19173;19182;18793;19203;18258;18378;18021;18107;17380;17888;17371;17317;17250;18134;18064;19297;18962;19878;19838;19392;19833;20169;20430;21055;20850;20957;21037;21669;21934;22356;23017;23269;24580;24472;26425;26224
Vordingborg;10462;9949;10419;9926;10705;10993;10499;11175;11640;12172;12407;12272;12063;11935;12066;12126;12994;13339;13450;13401;14065;13954;14993;14856;15323;15551;15581;16244;16263;17242;17869;18036;17474;17485;18284;18494;18204;18217;18632;18163;18022;18138;18333;17992;17947;18150;17875;18071;17843;18013;18040;18690;18294;18454;18077;17981;17837;17903;17621;17433;17282;16638;16397;16173;16051;15706;15807;15802;15789;15794;15841;15628;15451;15449;15495;15370;15236;15249;15024;14802;15173;15476;15317;15340;15109;15068;14898;14748;15074;15004;14773;14891;14827;14631;14626;14480;14708;14717;14544;14266;14116;14185;14092;13638;13586;13232;13126;13103;12950;12817;13068;12751;12713;12720;12688;12903;12994;12684;12670;12835;12785;12725;13330;13188;12833;12877;12909;12729;13173;13293;13105;12825;13162;12864;12815;12801;12839;13046;13002;13050;13183;12986;12910;12940;12883;12897;13358;13293;13690;13474;13410;13496;13731;13628;13475;13800;13659;13661;13794;13615;14204;14284;14039;14059;14007;13743;14052;13956
