Pris;Kommune;Dato;Boligtype
22896;Dragør;2013-09-01;Ejerlejlighed
24667;Dragør;2013-10-01;Ejerlejlighed
19176;Dragør;2013-11-01;Ejerlejlighed
23725;Dragør;2013-12-01;Ejerlejlighed
23295;Dragør;2014-01-01;Ejerlejlighed
25827;Dragør;2014-02-01;Ejerlejlighed
26493;Dragør;2014-03-01;Ejerlejlighed
26928;Dragør;2014-04-01;Ejerlejlighed
26354;Dragør;2014-05-01;Ejerlejlighed
26642;Dragør;2014-06-01;Ejerlejlighed
24460;Dragør;2014-07-01;Ejerlejlighed
25769;Dragør;2014-08-01;Ejerlejlighed
29768;Dragør;2014-09-01;Ejerlejlighed
32229;Dragør;2014-10-01;Ejerlejlighed
32201;Dragør;2014-11-01;Ejerlejlighed
32509;Dragør;2014-12-01;Ejerlejlighed
31734;Dragør;2015-01-01;Ejerlejlighed
32321;Dragør;2015-02-01;Ejerlejlighed
29545;Dragør;2015-03-01;Ejerlejlighed
29563;Dragør;2015-04-01;Ejerlejlighed
32029;Dragør;2015-05-01;Ejerlejlighed
37762;Dragør;2015-06-01;Ejerlejlighed
33123;Dragør;2015-07-01;Ejerlejlighed
31868;Dragør;2015-08-01;Ejerlejlighed
31285;Dragør;2015-09-01;Ejerlejlighed
42768;Dragør;2015-10-01;Ejerlejlighed
36235;Dragør;2015-11-01;Ejerlejlighed
38427;Dragør;2015-12-01;Ejerlejlighed
32063;Dragør;2016-01-01;Ejerlejlighed
32088;Dragør;2016-02-01;Ejerlejlighed
30038;Dragør;2016-03-01;Ejerlejlighed
28920;Dragør;2016-04-01;Ejerlejlighed
28920;Dragør;2016-05-01;Ejerlejlighed
30027;Dragør;2016-06-01;Ejerlejlighed
30491;Dragør;2016-07-01;Ejerlejlighed
30228;Dragør;2016-08-01;Ejerlejlighed
29934;Dragør;2016-09-01;Ejerlejlighed
29729;Dragør;2016-10-01;Ejerlejlighed
33520;Dragør;2016-11-01;Ejerlejlighed
34937;Dragør;2016-12-01;Ejerlejlighed
34307;Dragør;2017-01-01;Ejerlejlighed
36274;Dragør;2017-02-01;Ejerlejlighed
36495;Dragør;2017-03-01;Ejerlejlighed
36637;Dragør;2017-04-01;Ejerlejlighed
34220;Dragør;2017-05-01;Ejerlejlighed
32307;Dragør;2017-06-01;Ejerlejlighed
33564;Dragør;2017-07-01;Ejerlejlighed
32500;Dragør;2017-08-01;Ejerlejlighed
34259;Dragør;2017-09-01;Ejerlejlighed
34360;Dragør;2017-10-01;Ejerlejlighed
34644;Dragør;2017-11-01;Ejerlejlighed
35981;Dragør;2017-12-01;Ejerlejlighed
18072;Tårnby;2004-01-01;Ejerlejlighed
18730;Tårnby;2004-02-01;Ejerlejlighed
18119;Tårnby;2004-03-01;Ejerlejlighed
19120;Tårnby;2004-04-01;Ejerlejlighed
19109;Tårnby;2004-05-01;Ejerlejlighed
19439;Tårnby;2004-06-01;Ejerlejlighed
19834;Tårnby;2004-07-01;Ejerlejlighed
19793;Tårnby;2004-08-01;Ejerlejlighed
19459;Tårnby;2004-09-01;Ejerlejlighed
19585;Tårnby;2004-10-01;Ejerlejlighed
20007;Tårnby;2004-11-01;Ejerlejlighed
20156;Tårnby;2004-12-01;Ejerlejlighed
20613;Tårnby;2005-01-01;Ejerlejlighed
21329;Tårnby;2005-02-01;Ejerlejlighed
22337;Tårnby;2005-03-01;Ejerlejlighed
22228;Tårnby;2005-04-01;Ejerlejlighed
23591;Tårnby;2005-05-01;Ejerlejlighed
24213;Tårnby;2005-06-01;Ejerlejlighed
24242;Tårnby;2005-07-01;Ejerlejlighed
24621;Tårnby;2005-08-01;Ejerlejlighed
26512;Tårnby;2005-09-01;Ejerlejlighed
28371;Tårnby;2005-10-01;Ejerlejlighed
29454;Tårnby;2005-11-01;Ejerlejlighed
29266;Tårnby;2005-12-01;Ejerlejlighed
30029;Tårnby;2006-01-01;Ejerlejlighed
30140;Tårnby;2006-02-01;Ejerlejlighed
27761;Tårnby;2006-03-01;Ejerlejlighed
28194;Tårnby;2006-04-01;Ejerlejlighed
30511;Tårnby;2006-05-01;Ejerlejlighed
31780;Tårnby;2006-06-01;Ejerlejlighed
32290;Tårnby;2006-07-01;Ejerlejlighed
32138;Tårnby;2006-08-01;Ejerlejlighed
30632;Tårnby;2006-09-01;Ejerlejlighed
30086;Tårnby;2006-10-01;Ejerlejlighed
30180;Tårnby;2006-11-01;Ejerlejlighed
30221;Tårnby;2006-12-01;Ejerlejlighed
31497;Tårnby;2007-01-01;Ejerlejlighed
31252;Tårnby;2007-02-01;Ejerlejlighed
30543;Tårnby;2007-03-01;Ejerlejlighed
30115;Tårnby;2007-04-01;Ejerlejlighed
30546;Tårnby;2007-05-01;Ejerlejlighed
29642;Tårnby;2007-06-01;Ejerlejlighed
29196;Tårnby;2007-07-01;Ejerlejlighed
29153;Tårnby;2007-08-01;Ejerlejlighed
30153;Tårnby;2007-09-01;Ejerlejlighed
29532;Tårnby;2007-10-01;Ejerlejlighed
29429;Tårnby;2007-11-01;Ejerlejlighed
29148;Tårnby;2007-12-01;Ejerlejlighed
28790;Tårnby;2008-01-01;Ejerlejlighed
28983;Tårnby;2008-02-01;Ejerlejlighed
28207;Tårnby;2008-03-01;Ejerlejlighed
27370;Tårnby;2008-04-01;Ejerlejlighed
27150;Tårnby;2008-05-01;Ejerlejlighed
26749;Tårnby;2008-06-01;Ejerlejlighed
26389;Tårnby;2008-07-01;Ejerlejlighed
26129;Tårnby;2008-08-01;Ejerlejlighed
25625;Tårnby;2008-09-01;Ejerlejlighed
24755;Tårnby;2008-10-01;Ejerlejlighed
24461;Tårnby;2008-11-01;Ejerlejlighed
24216;Tårnby;2008-12-01;Ejerlejlighed
23531;Tårnby;2009-01-01;Ejerlejlighed
23518;Tårnby;2009-02-01;Ejerlejlighed
23758;Tårnby;2009-03-01;Ejerlejlighed
23314;Tårnby;2009-04-01;Ejerlejlighed
22390;Tårnby;2009-05-01;Ejerlejlighed
22262;Tårnby;2009-06-01;Ejerlejlighed
22799;Tårnby;2009-07-01;Ejerlejlighed
21737;Tårnby;2009-08-01;Ejerlejlighed
21595;Tårnby;2009-09-01;Ejerlejlighed
22762;Tårnby;2009-10-01;Ejerlejlighed
22633;Tårnby;2009-11-01;Ejerlejlighed
23666;Tårnby;2009-12-01;Ejerlejlighed
23003;Tårnby;2010-01-01;Ejerlejlighed
22523;Tårnby;2010-02-01;Ejerlejlighed
22385;Tårnby;2010-03-01;Ejerlejlighed
21847;Tårnby;2010-04-01;Ejerlejlighed
21243;Tårnby;2010-05-01;Ejerlejlighed
21061;Tårnby;2010-06-01;Ejerlejlighed
21076;Tårnby;2010-07-01;Ejerlejlighed
21817;Tårnby;2010-08-01;Ejerlejlighed
22304;Tårnby;2010-09-01;Ejerlejlighed
23268;Tårnby;2010-10-01;Ejerlejlighed
23718;Tårnby;2010-11-01;Ejerlejlighed
24088;Tårnby;2010-12-01;Ejerlejlighed
22578;Tårnby;2011-01-01;Ejerlejlighed
21631;Tårnby;2011-02-01;Ejerlejlighed
22803;Tårnby;2011-03-01;Ejerlejlighed
22499;Tårnby;2011-04-01;Ejerlejlighed
22370;Tårnby;2011-05-01;Ejerlejlighed
22290;Tårnby;2011-06-01;Ejerlejlighed
21886;Tårnby;2011-07-01;Ejerlejlighed
21444;Tårnby;2011-08-01;Ejerlejlighed
21429;Tårnby;2011-09-01;Ejerlejlighed
21263;Tårnby;2011-10-01;Ejerlejlighed
21257;Tårnby;2011-11-01;Ejerlejlighed
20857;Tårnby;2011-12-01;Ejerlejlighed
20634;Tårnby;2012-01-01;Ejerlejlighed
19973;Tårnby;2012-02-01;Ejerlejlighed
19819;Tårnby;2012-03-01;Ejerlejlighed
18903;Tårnby;2012-04-01;Ejerlejlighed
19443;Tårnby;2012-05-01;Ejerlejlighed
19256;Tårnby;2012-06-01;Ejerlejlighed
19072;Tårnby;2012-07-01;Ejerlejlighed
19182;Tårnby;2012-08-01;Ejerlejlighed
21035;Tårnby;2012-09-01;Ejerlejlighed
21084;Tårnby;2012-10-01;Ejerlejlighed
21508;Tårnby;2012-11-01;Ejerlejlighed
21440;Tårnby;2012-12-01;Ejerlejlighed
20884;Tårnby;2013-01-01;Ejerlejlighed
21764;Tårnby;2013-02-01;Ejerlejlighed
21280;Tårnby;2013-03-01;Ejerlejlighed
20089;Tårnby;2013-04-01;Ejerlejlighed
20398;Tårnby;2013-05-01;Ejerlejlighed
20660;Tårnby;2013-06-01;Ejerlejlighed
20206;Tårnby;2013-07-01;Ejerlejlighed
20052;Tårnby;2013-08-01;Ejerlejlighed
20139;Tårnby;2013-09-01;Ejerlejlighed
19339;Tårnby;2013-10-01;Ejerlejlighed
19704;Tårnby;2013-11-01;Ejerlejlighed
20741;Tårnby;2013-12-01;Ejerlejlighed
21805;Tårnby;2014-01-01;Ejerlejlighed
23312;Tårnby;2014-02-01;Ejerlejlighed
23150;Tårnby;2014-03-01;Ejerlejlighed
23236;Tårnby;2014-04-01;Ejerlejlighed
23779;Tårnby;2014-05-01;Ejerlejlighed
23407;Tårnby;2014-06-01;Ejerlejlighed
23698;Tårnby;2014-07-01;Ejerlejlighed
24221;Tårnby;2014-08-01;Ejerlejlighed
24205;Tårnby;2014-09-01;Ejerlejlighed
23912;Tårnby;2014-10-01;Ejerlejlighed
24526;Tårnby;2014-11-01;Ejerlejlighed
24420;Tårnby;2014-12-01;Ejerlejlighed
24540;Tårnby;2015-01-01;Ejerlejlighed
24353;Tårnby;2015-02-01;Ejerlejlighed
24408;Tårnby;2015-03-01;Ejerlejlighed
24711;Tårnby;2015-04-01;Ejerlejlighed
25869;Tårnby;2015-05-01;Ejerlejlighed
25281;Tårnby;2015-06-01;Ejerlejlighed
25825;Tårnby;2015-07-01;Ejerlejlighed
25955;Tårnby;2015-08-01;Ejerlejlighed
26677;Tårnby;2015-09-01;Ejerlejlighed
26916;Tårnby;2015-10-01;Ejerlejlighed
27179;Tårnby;2015-11-01;Ejerlejlighed
27310;Tårnby;2015-12-01;Ejerlejlighed
27554;Tårnby;2016-01-01;Ejerlejlighed
27509;Tårnby;2016-02-01;Ejerlejlighed
27487;Tårnby;2016-03-01;Ejerlejlighed
27715;Tårnby;2016-04-01;Ejerlejlighed
27499;Tårnby;2016-05-01;Ejerlejlighed
27149;Tårnby;2016-06-01;Ejerlejlighed
28393;Tårnby;2016-07-01;Ejerlejlighed
29140;Tårnby;2016-08-01;Ejerlejlighed
29405;Tårnby;2016-09-01;Ejerlejlighed
30092;Tårnby;2016-10-01;Ejerlejlighed
29921;Tårnby;2016-11-01;Ejerlejlighed
29236;Tårnby;2016-12-01;Ejerlejlighed
30632;Tårnby;2017-01-01;Ejerlejlighed
31186;Tårnby;2017-02-01;Ejerlejlighed
32138;Tårnby;2017-03-01;Ejerlejlighed
31994;Tårnby;2017-04-01;Ejerlejlighed
33256;Tårnby;2017-05-01;Ejerlejlighed
33905;Tårnby;2017-06-01;Ejerlejlighed
33490;Tårnby;2017-07-01;Ejerlejlighed
