Pris;Kommune;Dato;Boligtype
15748;Silkeborg;2016-06-01;Parcel
16097;Silkeborg;2016-07-01;Parcel
15827;Silkeborg;2016-08-01;Parcel
15853;Silkeborg;2016-09-01;Parcel
15905;Silkeborg;2016-10-01;Parcel
15622;Silkeborg;2016-11-01;Parcel
15597;Silkeborg;2016-12-01;Parcel
15043;Silkeborg;2017-01-01;Parcel
15338;Silkeborg;2017-02-01;Parcel
15383;Silkeborg;2017-03-01;Parcel
15494;Silkeborg;2017-04-01;Parcel
15427;Silkeborg;2017-05-01;Parcel
15366;Silkeborg;2017-06-01;Parcel
15387;Silkeborg;2017-07-01;Parcel
15483;Silkeborg;2017-08-01;Parcel
15564;Silkeborg;2017-09-01;Parcel
15541;Silkeborg;2017-10-01;Parcel
15484;Silkeborg;2017-11-01;Parcel
15134;Silkeborg;2017-12-01;Parcel
10191;Skanderborg;2004-01-01;Parcel
10704;Skanderborg;2004-02-01;Parcel
10790;Skanderborg;2004-03-01;Parcel
10724;Skanderborg;2004-04-01;Parcel
10430;Skanderborg;2004-05-01;Parcel
10493;Skanderborg;2004-06-01;Parcel
10706;Skanderborg;2004-07-01;Parcel
10606;Skanderborg;2004-08-01;Parcel
10763;Skanderborg;2004-09-01;Parcel
10816;Skanderborg;2004-10-01;Parcel
10666;Skanderborg;2004-11-01;Parcel
10813;Skanderborg;2004-12-01;Parcel
10980;Skanderborg;2005-01-01;Parcel
11263;Skanderborg;2005-02-01;Parcel
11543;Skanderborg;2005-03-01;Parcel
12033;Skanderborg;2005-04-01;Parcel
12197;Skanderborg;2005-05-01;Parcel
12828;Skanderborg;2005-06-01;Parcel
13467;Skanderborg;2005-07-01;Parcel
12908;Skanderborg;2005-08-01;Parcel
13365;Skanderborg;2005-09-01;Parcel
13543;Skanderborg;2005-10-01;Parcel
14105;Skanderborg;2005-11-01;Parcel
14861;Skanderborg;2005-12-01;Parcel
14902;Skanderborg;2006-01-01;Parcel
15057;Skanderborg;2006-02-01;Parcel
16283;Skanderborg;2006-03-01;Parcel
16217;Skanderborg;2006-04-01;Parcel
16992;Skanderborg;2006-05-01;Parcel
16967;Skanderborg;2006-06-01;Parcel
17372;Skanderborg;2006-07-01;Parcel
17772;Skanderborg;2006-08-01;Parcel
17663;Skanderborg;2006-09-01;Parcel
17975;Skanderborg;2006-10-01;Parcel
18119;Skanderborg;2006-11-01;Parcel
17904;Skanderborg;2006-12-01;Parcel
17722;Skanderborg;2007-01-01;Parcel
17778;Skanderborg;2007-02-01;Parcel
17761;Skanderborg;2007-03-01;Parcel
18559;Skanderborg;2007-04-01;Parcel
18782;Skanderborg;2007-05-01;Parcel
19215;Skanderborg;2007-06-01;Parcel
19211;Skanderborg;2007-07-01;Parcel
18941;Skanderborg;2007-08-01;Parcel
18982;Skanderborg;2007-09-01;Parcel
18822;Skanderborg;2007-10-01;Parcel
18804;Skanderborg;2007-11-01;Parcel
18873;Skanderborg;2007-12-01;Parcel
18749;Skanderborg;2008-01-01;Parcel
19079;Skanderborg;2008-02-01;Parcel
18632;Skanderborg;2008-03-01;Parcel
18612;Skanderborg;2008-04-01;Parcel
19031;Skanderborg;2008-05-01;Parcel
18895;Skanderborg;2008-06-01;Parcel
18958;Skanderborg;2008-07-01;Parcel
18733;Skanderborg;2008-08-01;Parcel
18787;Skanderborg;2008-09-01;Parcel
18635;Skanderborg;2008-10-01;Parcel
18240;Skanderborg;2008-11-01;Parcel
18131;Skanderborg;2008-12-01;Parcel
18089;Skanderborg;2009-01-01;Parcel
17785;Skanderborg;2009-02-01;Parcel
17491;Skanderborg;2009-03-01;Parcel
17403;Skanderborg;2009-04-01;Parcel
17204;Skanderborg;2009-05-01;Parcel
17044;Skanderborg;2009-06-01;Parcel
17177;Skanderborg;2009-07-01;Parcel
16815;Skanderborg;2009-08-01;Parcel
16695;Skanderborg;2009-09-01;Parcel
16826;Skanderborg;2009-10-01;Parcel
16669;Skanderborg;2009-11-01;Parcel
16584;Skanderborg;2009-12-01;Parcel
16533;Skanderborg;2010-01-01;Parcel
16595;Skanderborg;2010-02-01;Parcel
16621;Skanderborg;2010-03-01;Parcel
16442;Skanderborg;2010-04-01;Parcel
16514;Skanderborg;2010-05-01;Parcel
16702;Skanderborg;2010-06-01;Parcel
16752;Skanderborg;2010-07-01;Parcel
16815;Skanderborg;2010-08-01;Parcel
16833;Skanderborg;2010-09-01;Parcel
16745;Skanderborg;2010-10-01;Parcel
16832;Skanderborg;2010-11-01;Parcel
16804;Skanderborg;2010-12-01;Parcel
16706;Skanderborg;2011-01-01;Parcel
16637;Skanderborg;2011-02-01;Parcel
16595;Skanderborg;2011-03-01;Parcel
16739;Skanderborg;2011-04-01;Parcel
16593;Skanderborg;2011-05-01;Parcel
16750;Skanderborg;2011-06-01;Parcel
16512;Skanderborg;2011-07-01;Parcel
16583;Skanderborg;2011-08-01;Parcel
16372;Skanderborg;2011-09-01;Parcel
16446;Skanderborg;2011-10-01;Parcel
16353;Skanderborg;2011-11-01;Parcel
16316;Skanderborg;2011-12-01;Parcel
16277;Skanderborg;2012-01-01;Parcel
16085;Skanderborg;2012-02-01;Parcel
16385;Skanderborg;2012-03-01;Parcel
16099;Skanderborg;2012-04-01;Parcel
15984;Skanderborg;2012-05-01;Parcel
15719;Skanderborg;2012-06-01;Parcel
15809;Skanderborg;2012-07-01;Parcel
15678;Skanderborg;2012-08-01;Parcel
15779;Skanderborg;2012-09-01;Parcel
15811;Skanderborg;2012-10-01;Parcel
16009;Skanderborg;2012-11-01;Parcel
16249;Skanderborg;2012-12-01;Parcel
16145;Skanderborg;2013-01-01;Parcel
16166;Skanderborg;2013-02-01;Parcel
16275;Skanderborg;2013-03-01;Parcel
16240;Skanderborg;2013-04-01;Parcel
16388;Skanderborg;2013-05-01;Parcel
16251;Skanderborg;2013-06-01;Parcel
16099;Skanderborg;2013-07-01;Parcel
15942;Skanderborg;2013-08-01;Parcel
15858;Skanderborg;2013-09-01;Parcel
15869;Skanderborg;2013-10-01;Parcel
15869;Skanderborg;2013-11-01;Parcel
15715;Skanderborg;2013-12-01;Parcel
15623;Skanderborg;2014-01-01;Parcel
15573;Skanderborg;2014-02-01;Parcel
15564;Skanderborg;2014-03-01;Parcel
15408;Skanderborg;2014-04-01;Parcel
15325;Skanderborg;2014-05-01;Parcel
15357;Skanderborg;2014-06-01;Parcel
15630;Skanderborg;2014-07-01;Parcel
15596;Skanderborg;2014-08-01;Parcel
15537;Skanderborg;2014-09-01;Parcel
15691;Skanderborg;2014-10-01;Parcel
15651;Skanderborg;2014-11-01;Parcel
15501;Skanderborg;2014-12-01;Parcel
15653;Skanderborg;2015-01-01;Parcel
15849;Skanderborg;2015-02-01;Parcel
16156;Skanderborg;2015-03-01;Parcel
16286;Skanderborg;2015-04-01;Parcel
16277;Skanderborg;2015-05-01;Parcel
16242;Skanderborg;2015-06-01;Parcel
16091;Skanderborg;2015-07-01;Parcel
16154;Skanderborg;2015-08-01;Parcel
16147;Skanderborg;2015-09-01;Parcel
16289;Skanderborg;2015-10-01;Parcel
16132;Skanderborg;2015-11-01;Parcel
16113;Skanderborg;2015-12-01;Parcel
16301;Skanderborg;2016-01-01;Parcel
16006;Skanderborg;2016-02-01;Parcel
16012;Skanderborg;2016-03-01;Parcel
15805;Skanderborg;2016-04-01;Parcel
16172;Skanderborg;2016-05-01;Parcel
16294;Skanderborg;2016-06-01;Parcel
16159;Skanderborg;2016-07-01;Parcel
16165;Skanderborg;2016-08-01;Parcel
16306;Skanderborg;2016-09-01;Parcel
16557;Skanderborg;2016-10-01;Parcel
16571;Skanderborg;2016-11-01;Parcel
16549;Skanderborg;2016-12-01;Parcel
16856;Skanderborg;2017-01-01;Parcel
16913;Skanderborg;2017-02-01;Parcel
16778;Skanderborg;2017-03-01;Parcel
16840;Skanderborg;2017-04-01;Parcel
16749;Skanderborg;2017-05-01;Parcel
16607;Skanderborg;2017-06-01;Parcel
16634;Skanderborg;2017-07-01;Parcel
16314;Skanderborg;2017-08-01;Parcel
16252;Skanderborg;2017-09-01;Parcel
16927;Skanderborg;2017-10-01;Parcel
17192;Skanderborg;2017-11-01;Parcel
17651;Skanderborg;2017-12-01;Parcel
8938;Syddjurs;2004-01-01;Parcel
8970;Syddjurs;2004-02-01;Parcel
8970;Syddjurs;2004-03-01;Parcel
8886;Syddjurs;2004-04-01;Parcel
8928;Syddjurs;2004-05-01;Parcel
9095;Syddjurs;2004-06-01;Parcel
8663;Syddjurs;2004-07-01;Parcel
8781;Syddjurs;2004-08-01;Parcel
8960;Syddjurs;2004-09-01;Parcel
9696;Syddjurs;2004-10-01;Parcel
9589;Syddjurs;2004-11-01;Parcel
9952;Syddjurs;2004-12-01;Parcel
9698;Syddjurs;2005-01-01;Parcel
9790;Syddjurs;2005-02-01;Parcel
9892;Syddjurs;2005-03-01;Parcel
10312;Syddjurs;2005-04-01;Parcel
10485;Syddjurs;2005-05-01;Parcel
10628;Syddjurs;2005-06-01;Parcel
11275;Syddjurs;2005-07-01;Parcel
11386;Syddjurs;2005-08-01;Parcel
11351;Syddjurs;2005-09-01;Parcel
12115;Syddjurs;2005-10-01;Parcel
12429;Syddjurs;2005-11-01;Parcel
12620;Syddjurs;2005-12-01;Parcel
12872;Syddjurs;2006-01-01;Parcel
13364;Syddjurs;2006-02-01;Parcel
13609;Syddjurs;2006-03-01;Parcel
13887;Syddjurs;2006-04-01;Parcel
14125;Syddjurs;2006-05-01;Parcel
14704;Syddjurs;2006-06-01;Parcel
14794;Syddjurs;2006-07-01;Parcel
14603;Syddjurs;2006-08-01;Parcel
14941;Syddjurs;2006-09-01;Parcel
15029;Syddjurs;2006-10-01;Parcel
14980;Syddjurs;2006-11-01;Parcel
15198;Syddjurs;2006-12-01;Parcel
15439;Syddjurs;2007-01-01;Parcel
15684;Syddjurs;2007-02-01;Parcel
15551;Syddjurs;2007-03-01;Parcel
15693;Syddjurs;2007-04-01;Parcel
15586;Syddjurs;2007-05-01;Parcel
15539;Syddjurs;2007-06-01;Parcel
15504;Syddjurs;2007-07-01;Parcel
15797;Syddjurs;2007-08-01;Parcel
15749;Syddjurs;2007-09-01;Parcel
15760;Syddjurs;2007-10-01;Parcel
15639;Syddjurs;2007-11-01;Parcel
15645;Syddjurs;2007-12-01;Parcel
15657;Syddjurs;2008-01-01;Parcel
15329;Syddjurs;2008-02-01;Parcel
15324;Syddjurs;2008-03-01;Parcel
15457;Syddjurs;2008-04-01;Parcel
15466;Syddjurs;2008-05-01;Parcel
15592;Syddjurs;2008-06-01;Parcel
15395;Syddjurs;2008-07-01;Parcel
15485;Syddjurs;2008-08-01;Parcel
15141;Syddjurs;2008-09-01;Parcel
14768;Syddjurs;2008-10-01;Parcel
14835;Syddjurs;2008-11-01;Parcel
14587;Syddjurs;2008-12-01;Parcel
14595;Syddjurs;2009-01-01;Parcel
14300;Syddjurs;2009-02-01;Parcel
14117;Syddjurs;2009-03-01;Parcel
13891;Syddjurs;2009-04-01;Parcel
13918;Syddjurs;2009-05-01;Parcel
13597;Syddjurs;2009-06-01;Parcel
13312;Syddjurs;2009-07-01;Parcel
13219;Syddjurs;2009-08-01;Parcel
13292;Syddjurs;2009-09-01;Parcel
12990;Syddjurs;2009-10-01;Parcel
13123;Syddjurs;2009-11-01;Parcel
13265;Syddjurs;2009-12-01;Parcel
13161;Syddjurs;2010-01-01;Parcel
12819;Syddjurs;2010-02-01;Parcel
12892;Syddjurs;2010-03-01;Parcel
12992;Syddjurs;2010-04-01;Parcel
13124;Syddjurs;2010-05-01;Parcel
13092;Syddjurs;2010-06-01;Parcel
13158;Syddjurs;2010-07-01;Parcel
13107;Syddjurs;2010-08-01;Parcel
13142;Syddjurs;2010-09-01;Parcel
13061;Syddjurs;2010-10-01;Parcel
12893;Syddjurs;2010-11-01;Parcel
12913;Syddjurs;2010-12-01;Parcel
12803;Syddjurs;2011-01-01;Parcel
12647;Syddjurs;2011-02-01;Parcel
12668;Syddjurs;2011-03-01;Parcel
12575;Syddjurs;2011-04-01;Parcel
12562;Syddjurs;2011-05-01;Parcel
12533;Syddjurs;2011-06-01;Parcel
12533;Syddjurs;2011-07-01;Parcel
12328;Syddjurs;2011-08-01;Parcel
12270;Syddjurs;2011-09-01;Parcel
12150;Syddjurs;2011-10-01;Parcel
12057;Syddjurs;2011-11-01;Parcel
11946;Syddjurs;2011-12-01;Parcel
11985;Syddjurs;2012-01-01;Parcel
11845;Syddjurs;2012-02-01;Parcel
11700;Syddjurs;2012-03-01;Parcel
11898;Syddjurs;2012-04-01;Parcel
11901;Syddjurs;2012-05-01;Parcel
11862;Syddjurs;2012-06-01;Parcel
11922;Syddjurs;2012-07-01;Parcel
11972;Syddjurs;2012-08-01;Parcel
11808;Syddjurs;2012-09-01;Parcel
11913;Syddjurs;2012-10-01;Parcel
11923;Syddjurs;2012-11-01;Parcel
11978;Syddjurs;2012-12-01;Parcel
11971;Syddjurs;2013-01-01;Parcel
11972;Syddjurs;2013-02-01;Parcel
11988;Syddjurs;2013-03-01;Parcel
11964;Syddjurs;2013-04-01;Parcel
11898;Syddjurs;2013-05-01;Parcel
11966;Syddjurs;2013-06-01;Parcel
11887;Syddjurs;2013-07-01;Parcel
11919;Syddjurs;2013-08-01;Parcel
11923;Syddjurs;2013-09-01;Parcel
11868;Syddjurs;2013-10-01;Parcel
12020;Syddjurs;2013-11-01;Parcel
11920;Syddjurs;2013-12-01;Parcel
12016;Syddjurs;2014-01-01;Parcel
11950;Syddjurs;2014-02-01;Parcel
11810;Syddjurs;2014-03-01;Parcel
11648;Syddjurs;2014-04-01;Parcel
11480;Syddjurs;2014-05-01;Parcel
11545;Syddjurs;2014-06-01;Parcel
11513;Syddjurs;2014-07-01;Parcel
11350;Syddjurs;2014-08-01;Parcel
11292;Syddjurs;2014-09-01;Parcel
11181;Syddjurs;2014-10-01;Parcel
11244;Syddjurs;2014-11-01;Parcel
11212;Syddjurs;2014-12-01;Parcel
11218;Syddjurs;2015-01-01;Parcel
11238;Syddjurs;2015-02-01;Parcel
11447;Syddjurs;2015-03-01;Parcel
11534;Syddjurs;2015-04-01;Parcel
11608;Syddjurs;2015-05-01;Parcel
11658;Syddjurs;2015-06-01;Parcel
11841;Syddjurs;2015-07-01;Parcel
11845;Syddjurs;2015-08-01;Parcel
11556;Syddjurs;2015-09-01;Parcel
11738;Syddjurs;2015-10-01;Parcel
11615;Syddjurs;2015-11-01;Parcel
11683;Syddjurs;2015-12-01;Parcel
11560;Syddjurs;2016-01-01;Parcel
11556;Syddjurs;2016-02-01;Parcel
11657;Syddjurs;2016-03-01;Parcel
11650;Syddjurs;2016-04-01;Parcel
11804;Syddjurs;2016-05-01;Parcel
11668;Syddjurs;2016-06-01;Parcel
11681;Syddjurs;2016-07-01;Parcel
11853;Syddjurs;2016-08-01;Parcel
11949;Syddjurs;2016-09-01;Parcel
12096;Syddjurs;2016-10-01;Parcel
12185;Syddjurs;2016-11-01;Parcel
12023;Syddjurs;2016-12-01;Parcel
12186;Syddjurs;2017-01-01;Parcel
12087;Syddjurs;2017-02-01;Parcel
12135;Syddjurs;2017-03-01;Parcel
12288;Syddjurs;2017-04-01;Parcel
12291;Syddjurs;2017-05-01;Parcel
12286;Syddjurs;2017-06-01;Parcel
12373;Syddjurs;2017-07-01;Parcel
12481;Syddjurs;2017-08-01;Parcel
12463;Syddjurs;2017-09-01;Parcel
12441;Syddjurs;2017-10-01;Parcel
12212;Syddjurs;2017-11-01;Parcel
12202;Syddjurs;2017-12-01;Parcel
12941;Århus;2004-01-01;Parcel
12833;Århus;2004-02-01;Parcel
12950;Århus;2004-03-01;Parcel
13078;Århus;2004-04-01;Parcel
13453;Århus;2004-05-01;Parcel
13568;Århus;2004-06-01;Parcel
13779;Århus;2004-07-01;Parcel
14177;Århus;2004-08-01;Parcel
14099;Århus;2004-09-01;Parcel
14403;Århus;2004-10-01;Parcel
14358;Århus;2004-11-01;Parcel
14365;Århus;2004-12-01;Parcel
14425;Århus;2005-01-01;Parcel
15131;Århus;2005-02-01;Parcel
15635;Århus;2005-03-01;Parcel
15870;Århus;2005-04-01;Parcel
16095;Århus;2005-05-01;Parcel
16514;Århus;2005-06-01;Parcel
16949;Århus;2005-07-01;Parcel
17610;Århus;2005-08-01;Parcel
18227;Århus;2005-09-01;Parcel
19879;Århus;2005-10-01;Parcel
20171;Århus;2005-11-01;Parcel
19858;Århus;2005-12-01;Parcel
20733;Århus;2006-01-01;Parcel
21366;Århus;2006-02-01;Parcel
21378;Århus;2006-03-01;Parcel
22074;Århus;2006-04-01;Parcel
22023;Århus;2006-05-01;Parcel
22408;Århus;2006-06-01;Parcel
22569;Århus;2006-07-01;Parcel
22619;Århus;2006-08-01;Parcel
22816;Århus;2006-09-01;Parcel
22845;Århus;2006-10-01;Parcel
22736;Århus;2006-11-01;Parcel
22590;Århus;2006-12-01;Parcel
22409;Århus;2007-01-01;Parcel
22567;Århus;2007-02-01;Parcel
22492;Århus;2007-03-01;Parcel
22845;Århus;2007-04-01;Parcel
22739;Århus;2007-05-01;Parcel
22896;Århus;2007-06-01;Parcel
22968;Århus;2007-07-01;Parcel
23012;Århus;2007-08-01;Parcel
22868;Århus;2007-09-01;Parcel
22638;Århus;2007-10-01;Parcel
22755;Århus;2007-11-01;Parcel
22769;Århus;2007-12-01;Parcel
22561;Århus;2008-01-01;Parcel
22636;Århus;2008-02-01;Parcel
22118;Århus;2008-03-01;Parcel
22384;Århus;2008-04-01;Parcel
22853;Århus;2008-05-01;Parcel
22965;Århus;2008-06-01;Parcel
22917;Århus;2008-07-01;Parcel
22909;Århus;2008-08-01;Parcel
22785;Århus;2008-09-01;Parcel
22554;Århus;2008-10-01;Parcel
22346;Århus;2008-11-01;Parcel
22228;Århus;2008-12-01;Parcel
22210;Århus;2009-01-01;Parcel
21867;Århus;2009-02-01;Parcel
21671;Århus;2009-03-01;Parcel
21534;Århus;2009-04-01;Parcel
21422;Århus;2009-05-01;Parcel
21602;Århus;2009-06-01;Parcel
21702;Århus;2009-07-01;Parcel
22171;Århus;2009-08-01;Parcel
22097;Århus;2009-09-01;Parcel
22360;Århus;2009-10-01;Parcel
22202;Århus;2009-11-01;Parcel
22161;Århus;2009-12-01;Parcel
22176;Århus;2010-01-01;Parcel
22110;Århus;2010-02-01;Parcel
22138;Århus;2010-03-01;Parcel
21870;Århus;2010-04-01;Parcel
22084;Århus;2010-05-01;Parcel
22168;Århus;2010-06-01;Parcel
22228;Århus;2010-07-01;Parcel
22266;Århus;2010-08-01;Parcel
22030;Århus;2010-09-01;Parcel
21933;Århus;2010-10-01;Parcel
22261;Århus;2010-11-01;Parcel
22094;Århus;2010-12-01;Parcel
22272;Århus;2011-01-01;Parcel
22369;Århus;2011-02-01;Parcel
22301;Århus;2011-03-01;Parcel
22409;Århus;2011-04-01;Parcel
22474;Århus;2011-05-01;Parcel
22558;Århus;2011-06-01;Parcel
22550;Århus;2011-07-01;Parcel
22485;Århus;2011-08-01;Parcel
22482;Århus;2011-09-01;Parcel
22373;Århus;2011-10-01;Parcel
22206;Århus;2011-11-01;Parcel
22110;Århus;2011-12-01;Parcel
22208;Århus;2012-01-01;Parcel
22422;Århus;2012-02-01;Parcel
22257;Århus;2012-03-01;Parcel
21892;Århus;2012-04-01;Parcel
21796;Århus;2012-05-01;Parcel
21638;Århus;2012-06-01;Parcel
21620;Århus;2012-07-01;Parcel
21622;Århus;2012-08-01;Parcel
21700;Århus;2012-09-01;Parcel
21550;Århus;2012-10-01;Parcel
21478;Århus;2012-11-01;Parcel
21280;Århus;2012-12-01;Parcel
21300;Århus;2013-01-01;Parcel
21198;Århus;2013-02-01;Parcel
21283;Århus;2013-03-01;Parcel
21460;Århus;2013-04-01;Parcel
21546;Århus;2013-05-01;Parcel
21359;Århus;2013-06-01;Parcel
21442;Århus;2013-07-01;Parcel
21552;Århus;2013-08-01;Parcel
21417;Århus;2013-09-01;Parcel
21194;Århus;2013-10-01;Parcel
20925;Århus;2013-11-01;Parcel
21156;Århus;2013-12-01;Parcel
21160;Århus;2014-01-01;Parcel
21373;Århus;2014-02-01;Parcel
21360;Århus;2014-03-01;Parcel
21889;Århus;2014-04-01;Parcel
21914;Århus;2014-05-01;Parcel
22149;Århus;2014-06-01;Parcel
22238;Århus;2014-07-01;Parcel
22041;Århus;2014-08-01;Parcel
22156;Århus;2014-09-01;Parcel
22206;Århus;2014-10-01;Parcel
22434;Århus;2014-11-01;Parcel
22498;Århus;2014-12-01;Parcel
22167;Århus;2015-01-01;Parcel
22091;Århus;2015-02-01;Parcel
22259;Århus;2015-03-01;Parcel
22527;Århus;2015-04-01;Parcel
22623;Århus;2015-05-01;Parcel
22761;Århus;2015-06-01;Parcel
22628;Århus;2015-07-01;Parcel
22886;Århus;2015-08-01;Parcel
22787;Århus;2015-09-01;Parcel
23159;Århus;2015-10-01;Parcel
23115;Århus;2015-11-01;Parcel
23024;Århus;2015-12-01;Parcel
23280;Århus;2016-01-01;Parcel
23386;Århus;2016-02-01;Parcel
23397;Århus;2016-03-01;Parcel
23139;Århus;2016-04-01;Parcel
23182;Århus;2016-05-01;Parcel
23004;Århus;2016-06-01;Parcel
23200;Århus;2016-07-01;Parcel
22750;Århus;2016-08-01;Parcel
22954;Århus;2016-09-01;Parcel
22941;Århus;2016-10-01;Parcel
23162;Århus;2016-11-01;Parcel
23274;Århus;2016-12-01;Parcel
23322;Århus;2017-01-01;Parcel
23502;Århus;2017-02-01;Parcel
23992;Århus;2017-03-01;Parcel
23934;Århus;2017-04-01;Parcel
24112;Århus;2017-05-01;Parcel
24247;Århus;2017-06-01;Parcel
24680;Århus;2017-07-01;Parcel
25132;Århus;2017-08-01;Parcel
25118;Århus;2017-09-01;Parcel
25575;Århus;2017-10-01;Parcel
25266;Århus;2017-11-01;Parcel
25467;Århus;2017-12-01;Parcel
6820;Landsdel Vestjylland;2004-01-01;Parcel
6793;Landsdel Vestjylland;2004-02-01;Parcel
6820;Landsdel Vestjylland;2004-03-01;Parcel
6795;Landsdel Vestjylland;2004-04-01;Parcel
6806;Landsdel Vestjylland;2004-05-01;Parcel
6796;Landsdel Vestjylland;2004-06-01;Parcel
6776;Landsdel Vestjylland;2004-07-01;Parcel
6810;Landsdel Vestjylland;2004-08-01;Parcel
6781;Landsdel Vestjylland;2004-09-01;Parcel
6844;Landsdel Vestjylland;2004-10-01;Parcel
6910;Landsdel Vestjylland;2004-11-01;Parcel
6873;Landsdel Vestjylland;2004-12-01;Parcel
6853;Landsdel Vestjylland;2005-01-01;Parcel
7012;Landsdel Vestjylland;2005-02-01;Parcel
7093;Landsdel Vestjylland;2005-03-01;Parcel
7158;Landsdel Vestjylland;2005-04-01;Parcel
7329;Landsdel Vestjylland;2005-05-01;Parcel
7371;Landsdel Vestjylland;2005-06-01;Parcel
7344;Landsdel Vestjylland;2005-07-01;Parcel
7489;Landsdel Vestjylland;2005-08-01;Parcel
7583;Landsdel Vestjylland;2005-09-01;Parcel
7690;Landsdel Vestjylland;2005-10-01;Parcel
7858;Landsdel Vestjylland;2005-11-01;Parcel
7872;Landsdel Vestjylland;2005-12-01;Parcel
7941;Landsdel Vestjylland;2006-01-01;Parcel
8097;Landsdel Vestjylland;2006-02-01;Parcel
8277;Landsdel Vestjylland;2006-03-01;Parcel
8277;Landsdel Vestjylland;2006-04-01;Parcel
8438;Landsdel Vestjylland;2006-05-01;Parcel
8512;Landsdel Vestjylland;2006-06-01;Parcel
8499;Landsdel Vestjylland;2006-07-01;Parcel
8632;Landsdel Vestjylland;2006-08-01;Parcel
8762;Landsdel Vestjylland;2006-09-01;Parcel
8807;Landsdel Vestjylland;2006-10-01;Parcel
9042;Landsdel Vestjylland;2006-11-01;Parcel
9183;Landsdel Vestjylland;2006-12-01;Parcel
9165;Landsdel Vestjylland;2007-01-01;Parcel
9325;Landsdel Vestjylland;2007-02-01;Parcel
9455;Landsdel Vestjylland;2007-03-01;Parcel
9396;Landsdel Vestjylland;2007-04-01;Parcel
9509;Landsdel Vestjylland;2007-05-01;Parcel
9819;Landsdel Vestjylland;2007-06-01;Parcel
10051;Landsdel Vestjylland;2007-07-01;Parcel
10175;Landsdel Vestjylland;2007-08-01;Parcel
10528;Landsdel Vestjylland;2007-09-01;Parcel
10832;Landsdel Vestjylland;2007-10-01;Parcel
10999;Landsdel Vestjylland;2007-11-01;Parcel
11151;Landsdel Vestjylland;2007-12-01;Parcel
11170;Landsdel Vestjylland;2008-01-01;Parcel
11239;Landsdel Vestjylland;2008-02-01;Parcel
11114;Landsdel Vestjylland;2008-03-01;Parcel
11170;Landsdel Vestjylland;2008-04-01;Parcel
11196;Landsdel Vestjylland;2008-05-01;Parcel
11173;Landsdel Vestjylland;2008-06-01;Parcel
11086;Landsdel Vestjylland;2008-07-01;Parcel
11156;Landsdel Vestjylland;2008-08-01;Parcel
11164;Landsdel Vestjylland;2008-09-01;Parcel
11163;Landsdel Vestjylland;2008-10-01;Parcel
11110;Landsdel Vestjylland;2008-11-01;Parcel
10968;Landsdel Vestjylland;2008-12-01;Parcel
11001;Landsdel Vestjylland;2009-01-01;Parcel
10922;Landsdel Vestjylland;2009-02-01;Parcel
10852;Landsdel Vestjylland;2009-03-01;Parcel
10764;Landsdel Vestjylland;2009-04-01;Parcel
10749;Landsdel Vestjylland;2009-05-01;Parcel
10766;Landsdel Vestjylland;2009-06-01;Parcel
10717;Landsdel Vestjylland;2009-07-01;Parcel
10718;Landsdel Vestjylland;2009-08-01;Parcel
10664;Landsdel Vestjylland;2009-09-01;Parcel
10580;Landsdel Vestjylland;2009-10-01;Parcel
10600;Landsdel Vestjylland;2009-11-01;Parcel
10569;Landsdel Vestjylland;2009-12-01;Parcel
10551;Landsdel Vestjylland;2010-01-01;Parcel
10539;Landsdel Vestjylland;2010-02-01;Parcel
10470;Landsdel Vestjylland;2010-03-01;Parcel
10490;Landsdel Vestjylland;2010-04-01;Parcel
10463;Landsdel Vestjylland;2010-05-01;Parcel
10369;Landsdel Vestjylland;2010-06-01;Parcel
10361;Landsdel Vestjylland;2010-07-01;Parcel
10314;Landsdel Vestjylland;2010-08-01;Parcel
10337;Landsdel Vestjylland;2010-09-01;Parcel
10297;Landsdel Vestjylland;2010-10-01;Parcel
10245;Landsdel Vestjylland;2010-11-01;Parcel
10238;Landsdel Vestjylland;2010-12-01;Parcel
10232;Landsdel Vestjylland;2011-01-01;Parcel
10250;Landsdel Vestjylland;2011-02-01;Parcel
10264;Landsdel Vestjylland;2011-03-01;Parcel
10295;Landsdel Vestjylland;2011-04-01;Parcel
10359;Landsdel Vestjylland;2011-05-01;Parcel
10221;Landsdel Vestjylland;2011-06-01;Parcel
10204;Landsdel Vestjylland;2011-07-01;Parcel
10234;Landsdel Vestjylland;2011-08-01;Parcel
10262;Landsdel Vestjylland;2011-09-01;Parcel
10177;Landsdel Vestjylland;2011-10-01;Parcel
10136;Landsdel Vestjylland;2011-11-01;Parcel
10117;Landsdel Vestjylland;2011-12-01;Parcel
10120;Landsdel Vestjylland;2012-01-01;Parcel
10062;Landsdel Vestjylland;2012-02-01;Parcel
10021;Landsdel Vestjylland;2012-03-01;Parcel
9944;Landsdel Vestjylland;2012-04-01;Parcel
9928;Landsdel Vestjylland;2012-05-01;Parcel
9839;Landsdel Vestjylland;2012-06-01;Parcel
9769;Landsdel Vestjylland;2012-07-01;Parcel
9748;Landsdel Vestjylland;2012-08-01;Parcel
9616;Landsdel Vestjylland;2012-09-01;Parcel
9572;Landsdel Vestjylland;2012-10-01;Parcel
9596;Landsdel Vestjylland;2012-11-01;Parcel
9584;Landsdel Vestjylland;2012-12-01;Parcel
9505;Landsdel Vestjylland;2013-01-01;Parcel
9558;Landsdel Vestjylland;2013-02-01;Parcel
